IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2010,false,Sex,Both sexes,BTSX,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2010,false,Sex,Female,FMLE,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2010,false,Sex,Male,MLE,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,MNE,Montenegro,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVN,Slovenia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,<,0.01,<0.01 [<0.01 – <0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2005,false,Sex,Male,MLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2005,false,Sex,Female,FMLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVK,Slovakia,Year,2005,false,Sex,Male,MLE,,,,,,,,,<,0.01,,<,0.01,,0.01,<0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,<,0.01,,0.01,0.01 [<0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,<,0.01,,0.03,0.01 [<0.01 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,,0.01,,0.01,0.01 [0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,,0.01,,0.01,0.01 [0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.01,,,0.01,,0.01,0.01 [0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.01,,,0.01,,0.01,0.01 [0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,,0.01,,0.01,0.01 [0.01 – 0.01],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,,0.01,,0.02,0.01 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,GRC,Greece,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.01,,,0.01,,0.02,0.01 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,COM,Comoros,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.02,,<,0.01,,0.04,0.02 [<0.01 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,COM,Comoros,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,<,0.01,,0.05,0.02 [<0.01 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NOR,Norway,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.02,0.02 [0.01 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.01,,0.04,0.02 [0.01 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,COM,Comoros,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.01,,0.05,0.02 [0.01 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,DZA,Algeria,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,CYP,Cyprus,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DNK,Denmark,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NLD,Netherlands,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SRB,Serbia,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ESP,Spain,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.02,0.02 [0.02 – 0.02],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ISL,Iceland,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,LTU,Lithuania,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.02,,,0.02,,0.03,0.02 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.01,,0.06,0.03 [0.01 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.03,0.03 [0.02 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ISL,Iceland,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,MNE,Montenegro,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NOR,Norway,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.04,0.03 [0.02 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,NOR,Norway,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.02,,0.05,0.03 [0.02 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.02,,0.07,0.03 [0.02 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVN,Slovenia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.03,,0.03,0.03 [0.03 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.03,,0.03,0.03 [0.03 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.03,,0.03,0.03 [0.03 – 0.03],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,HRV,Croatia,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.03,,,0.03,,0.04,0.03 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.04,0.04 [0.03 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ALB,Albania,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,DNK,Denmark,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,GEO,Georgia,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,IRL,Ireland,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ROU,Romania,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,TJK,Tajikistan,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.05,0.04 [0.03 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ISL,Iceland,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.03,,0.06,0.04 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.03,,0.09,0.04 [0.03 – 0.09],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.03,,0.09,0.04 [0.03 – 0.09],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,CYP,Cyprus,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.04,,0.04,0.04 [0.04 – 0.04],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ITA,Italy,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,LUX,Luxembourg,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ROU,Romania,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.04,,,0.04,,0.05,0.04 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,TJK,Tajikistan,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.03,,0.06,0.05 [0.03 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,MNE,Montenegro,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.03,,0.07,0.05 [0.03 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.03,,0.1,0.05 [0.03 – 0.1],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.04,,0.05,0.05 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,GRC,Greece,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.04,,0.05,0.05 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.05,,,0.04,,0.05,0.05 [0.04 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,CHL,Chile,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.05,,,0.04,,0.06,0.05 [0.04 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.05,,,0.04,,0.06,0.05 [0.04 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.04,,0.06,0.05 [0.04 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,ROU,Romania,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.04,,0.06,0.05 [0.04 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,TJK,Tajikistan,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.04,,0.07,0.05 [0.04 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.04,,0.11,0.05 [0.04 – 0.11],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,AUS,Australia,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.05,,0.05,0.05 [0.05 – 0.05],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,CUB,Cuba,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.05,,,0.05,,0.06,0.05 [0.05 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.05,,0.06,0.05 [0.05 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2005,false,Sex,Both sexes,BTSX,,,,,,,,,,0.05,,,0.05,,0.06,0.05 [0.05 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,EUR,Europe,Country,SVN,Slovenia,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.05,,,0.05,,0.06,0.05 [0.05 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2005,false,Sex,Male,MLE,,,,,,,,,,0.06,,,0.04,,0.07,0.06 [0.04 – 0.07],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AFR,Africa,Country,MDG,Madagascar,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.06,,,0.04,,0.09,0.06 [0.04 – 0.09],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.06,,,0.05,,0.06,0.06 [0.05 – 0.06],,,EN,2022-09-21T22:00:00.000Z
SDGHIV,New HIV infections (per 1000 uninfected population),text,AMR,Americas,Country,MEX,Mexico,Year,2005,false,Sex,Female,FMLE,,,,,,,,,,0.06,,,0.05,,0.06,0.06 [0.05 – 0.06],,,EN,2022-09-21T22:00:00.000Z
